noseX,noseY,left_eyeX,left_eyeY,right_eyeX,right_eyeY,left_earX,left_earY,right_earX,right_earY,left_shoulderX,left_shoulderY,right_shoulderX,right_shoulderY,left_elbowX,left_elbowY,right_elbowX,right_elbowY,left_wristX,left_wristY,right_wristX,right_wristY,left_hipX,left_hipY,right_hipX,right_hipY,left_kneeX,left_kneeY,right_kneeX,right_kneeY,left_ankleX,left_ankleY,right_ankleX,right_ankleY,neckX,neckY
0.4292859137058258,0.2450158596038818,0.450257271528244,0.2185626327991485,0.4046577513217926,0.2164121121168136,0.4771159291267395,0.2400384992361068,0.3688656687736511,0.2408707290887832,0.526936411857605,0.4030748903751373,0.3121213018894195,0.415722131729126,0.690151035785675,0.4653806686401367,0.1775707751512527,0.5805180668830872,0.856716513633728,0.4952265322208404,0.150808572769165,0.3789644837379455,0.4848548769950866,0.8294730186462402,0.3481934070587158,0.8315420150756836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4177805781364441,0.4107499718666076
0.4266234338283539,0.2314995229244232,0.4472754597663879,0.2071199417114257,0.4021537005901336,0.207070916891098,0.474678099155426,0.2350045293569564,0.3682907521724701,0.239744633436203,0.52802574634552,0.4022374451160431,0.311745136976242,0.4152179062366485,0.6911724805831909,0.4633247852325439,0.1780513525009155,0.5850308537483215,0.8541718125343323,0.4928224086761474,0.1598615199327469,0.3715054094791412,0.4860585033893585,0.832118570804596,0.3480977118015289,0.8336925506591797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4182506203651428,0.4099818766117096
0.420189619064331,0.2233872413635254,0.4406032264232635,0.1988719850778579,0.3956176936626434,0.2020064443349838,0.4720167219638824,0.226998969912529,0.3659183979034424,0.2363662719726562,0.5277400612831116,0.4016287624835968,0.3101277649402618,0.4156118333339691,0.6915752291679382,0.4647994041442871,0.1757744550704956,0.5806592702865601,0.8533221483230591,0.4954961836338043,0.1499433517456054,0.3789501786231994,0.4852569103240967,0.8324166536331177,0.3485766947269439,0.8343302011489868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4168687164783478,0.4091533720493316
0.4164316058158874,0.223849207162857,0.4373179376125335,0.1990476548671722,0.3926494717597961,0.2020520120859146,0.469866544008255,0.2274255454540252,0.3636975586414337,0.2361416816711425,0.5256644487380981,0.4036919772624969,0.3072849214076996,0.420727401971817,0.6896120309829712,0.4649920463562011,0.1662613600492477,0.5762594938278198,0.8517693281173706,0.4960248470306396,0.1096702739596366,0.3717567324638366,0.48288694024086,0.8287128806114197,0.3460938930511474,0.830785870552063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4142258763313293,0.4126671850681305
0.4099674224853515,0.2217465341091156,0.431058257818222,0.1965353041887283,0.387561172246933,0.1971614807844162,0.4625796675682068,0.2270481884479522,0.3560166656970978,0.2298517376184463,0.5174888372421265,0.4048323929309845,0.3017163574695587,0.4220269024372101,0.6852399706840515,0.46424600481987,0.1637737303972244,0.580906331539154,0.8478554487228394,0.4957179427146911,0.1010640859603881,0.3815900683403015,0.4772694706916809,0.8265634775161743,0.3429540991783142,0.8306556344032288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4080708920955658,0.414171427488327
0.4058881402015686,0.2228163629770279,0.4274101853370666,0.1966171264648437,0.3840301036834717,0.1975758820772171,0.4600531458854675,0.2279499620199203,0.3535284399986267,0.2306381464004516,0.5142444968223572,0.4044019877910614,0.2993684113025665,0.4208515286445617,0.6824995279312134,0.4648847877979278,0.1623792946338653,0.582202136516571,0.8465244174003601,0.4944680631160736,0.1009970903396606,0.3830838203430176,0.4752447605133056,0.8285148739814758,0.3411934375762939,0.8309717178344727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4055243134498596,0.4133216738700866
0.4109190106391907,0.2233863770961761,0.4317067563533783,0.1999382823705673,0.3872156739234924,0.1979608833789825,0.4576254189014435,0.2311569899320602,0.350314050912857,0.2286668866872787,0.5080205202102661,0.4098252654075622,0.2927963435649872,0.4168348014354706,0.6595850586891174,0.5204634070396423,0.1663857847452163,0.5946555733680725,0.8190374374389648,0.4953739047050476,0.1213356181979179,0.3976029753684997,0.4730247557163238,0.8283005952835083,0.3375097215175628,0.8321288824081421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4008735716342926,0.4133110046386719
0.4192497134208679,0.2195036560297012,0.4405698180198669,0.1979160606861114,0.3939107358455658,0.1932110637426376,0.4632011353969574,0.232430025935173,0.3520544171333313,0.2224230915307998,0.5072794556617737,0.4102168083190918,0.2932577133178711,0.4087105393409729,0.6639360189437866,0.5235339403152466,0.1569921821355819,0.5798127055168152,0.8281151652336121,0.510878324508667,0.1429713070392608,0.3907124996185303,0.4688687026500702,0.8302994966506958,0.3332810699939728,0.8317633271217346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4004275202751159,0.409154325723648
0.4244426786899566,0.2187935411930084,0.4450053572654724,0.1961278468370437,0.399599939584732,0.1933978796005249,0.4690168797969818,0.2282725274562835,0.3578195869922638,0.2249745577573776,0.5102970004081726,0.4087177217006683,0.2961883544921875,0.4055646061897278,0.667716920375824,0.5226488709449768,0.1326192766427993,0.5460673570632935,0.8257548213005066,0.5212527513504028,0.0350720100104808,0.3544492721557617,0.4723238348960876,0.8299543261528015,0.3349944651126861,0.8286667466163635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4028856158256531,0.4080775380134582
0.4267847537994385,0.2169507443904876,0.4472001194953918,0.1949936002492904,0.4023374617099762,0.1923808604478836,0.4713029861450195,0.2300478518009185,0.3623294234275818,0.2276152074337005,0.5127980709075928,0.408494621515274,0.300231397151947,0.4100156426429748,0.6706003546714783,0.5210647583007812,0.1461473554372787,0.5581284165382385,0.8294709920883179,0.5243746638298035,0.0415874160826206,0.3658411204814911,0.4749477803707123,0.8294802308082581,0.3378932476043701,0.8309723734855652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4058451652526855,0.4102863371372223
